Category,x,y,z
2021-12-15 18:46:04,"0,13622","0,12456","0,14814"
2021-12-15 18:46:06,"0,15542","0,09619","0,14654"
2021-12-15 18:46:08,"0,1854","0,15652","0,19083"
2021-12-15 18:46:11,"0,14203","0,11728","0,18023"
2021-12-15 18:46:13,"0,13498","0,13344","0,15959"
2021-12-15 18:46:15,"0,18914","0,12726","0,17315"
2021-12-15 18:46:18,"0,20128","0,14538","0,22662"
2021-12-15 18:46:20,"0,18202","0,14242","0,17112"
2021-12-15 18:46:22,"0,16853","0,10985","0,14396"
2021-12-15 18:46:25,"0,16766","0,14343","0,13479"
2021-12-15 18:46:27,"0,12502","0,11922","0,15075"
2021-12-15 18:46:29,"0,16263","0,12347","0,15108"
2021-12-15 18:46:31,"0,16928","0,13399","0,16822"
2021-12-15 18:46:34,"0,2053","0,13872","0,18035"
2021-12-15 18:46:36,"0,19824","0,13861","0,18161"
2021-12-15 18:46:38,"0,13733","0,10625","0,13618"
2021-12-15 18:46:40,"0,18882","0,12719","0,14731"
2021-12-15 18:46:42,"0,18011","0,11991","0,20573"
2021-12-15 18:46:45,"0,14832","0,12639","0,15376"
2021-12-15 18:46:47,"0,16571","0,10845","0,15387"
2021-12-15 18:46:49,"0,13215","0,12731","0,15884"
2021-12-15 18:46:51,"0,13786","0,18071","0,18469"
2021-12-15 18:46:54,"0,15526","0,14441","0,19749"
2021-12-15 18:46:56,"0,14854","0,1241","0,16644"
2021-12-15 18:46:58,"0,16357","0,11664","0,16248"
2021-12-15 18:47:01,"0,20294","0,12746","0,13132"
2021-12-15 18:47:03,"0,17872","0,13313","0,19021"
2021-12-15 18:47:05,"0,1879","0,13521","0,15974"
2021-12-15 18:47:08,"0,14737","0,13598","0,18369"
2021-12-15 18:47:11,"0,1654","0,12624","0,14912"
2021-12-15 18:47:13,"0,18149","0,13177","0,14991"
2021-12-15 18:47:15,"0,21839","0,1317","0,18499"
2021-12-15 18:47:17,"0,13736","0,138","0,13897"
2021-12-15 18:47:20,"0,16268","0,11011","0,16452"
2021-12-15 18:47:22,"0,15095","0,14438","0,17796"
2021-12-15 18:47:24,"0,20894","0,10286","0,14126"
2021-12-15 18:47:26,"0,16086","0,11082","0,18212"
2021-12-15 18:47:29,"0,13431","0,10644","0,17918"
2021-12-15 18:47:31,"0,15856","0,11383","0,23322"
2021-12-15 18:47:33,"0,1984","0,12114","0,189"
2021-12-15 18:47:36,"0,17557","0,11903","0,15268"
